1,1011290972,01/17/02 - 10:09
2,1011293087,01/17/02 - 10:44
3,1011314830,01/17/02 - 4:47
4,1011315103,01/17/02 - 4:51
5,1011321154,01/17/02 - 6:32
6,1011321667,01/17/02 - 6:41
7,1011358398,01/18/02 - 4:53
8,1011329104,01/17/02 - 8:45
9,1011492548,01/19/02 - 6:09
10,1011499781,01/19/02 - 8:09
11,1011539202,01/20/02 - 7:06
12,1011547821,01/20/02 - 9:30
13,1011704920,01/22/02 - 5:08
14,1011262448,01/17/02 - 2:14
15,1011267306,01/17/02 - 3:35
16,1011273494,01/17/02 - 5:18
17,1011292376,01/17/02 - 10:32
18,1011311127,01/17/02 - 3:45
19,1011312207,01/17/02 - 4:03
20,1011314455,01/17/02 - 4:40
21,1011371257,01/18/02 - 8:27
22,1011245276,01/16/02 - 9:27
23,1011402163,01/18/02 - 5:02
24,1011596072,01/20/02 - 10:54
25,1011236515,01/16/02 - 7:01
26,1011242368,01/16/02 - 8:39
27,1011249370,01/16/02 - 10:36
28,1011250396,01/16/02 - 10:53
29,1011250836,01/16/02 - 11:00
30,1011283753,01/17/02 - 8:09
31,1011313404,01/17/02 - 4:23
32,1011273787,01/17/02 - 5:23
33,1011255178,01/17/02 - 12:12
34,1011274165,01/17/02 - 5:29
35,1011276173,01/17/02 - 6:02
36,1011311692,01/17/02 - 3:54
37,1011285629,01/17/02 - 8:40
38,1011311455,01/17/02 - 3:50
39,1011336296,01/17/02 - 10:44
40,1011359056,01/18/02 - 5:04
41,1011300826,01/17/02 - 12:53
42,1011313736,01/17/02 - 4:28
43,1011268538,01/17/02 - 3:55
44,1011222542,01/16/02 - 3:09
45,1011240533,01/16/02 - 8:08
46,1011221007,01/16/02 - 2:43
47,1011241279,01/16/02 - 8:21
48,1011268254,01/17/02 - 3:50
49,1011289299,01/17/02 - 9:41
50,1011246845,01/16/02 - 9:54
51,1011283022,01/17/02 - 7:57
52,1011284638,01/17/02 - 8:23
53,1011167873,01/15/02 - 11:57
54,1011212788,01/16/02 - 12:26
55,1011364300,01/18/02 - 6:31
56,1011389766,01/18/02 - 1:36
57,1011153527,01/15/02 - 7:58
58,1011167122,01/15/02 - 11:45
59,1011200985,01/16/02 - 9:09
60,1011217769,01/16/02 - 1:49
61,1011225558,01/16/02 - 3:59
62,1011244671,01/16/02 - 9:17
63,1011250275,01/16/02 - 10:51
64,1011124025,01/15/02 - 11:47
65,1011132802,01/15/02 - 2:13
66,1011136912,01/15/02 - 3:21
67,1011136973,01/15/02 - 3:22
68,1011140354,01/15/02 - 4:19
69,1011114950,01/15/02 - 9:15
70,1011113550,01/15/02 - 8:52
71,1011148254,01/15/02 - 6:30
72,1011240602,01/16/02 - 8:10
73,1011249779,01/16/02 - 10:42
74,1011278822,01/17/02 - 6:47
75,1011321775,01/17/02 - 6:42
76,1011113456,01/15/02 - 8:50
77,1011135789,01/15/02 - 3:03
78,1011160317,01/15/02 - 9:51
79,1011168704,01/16/02 - 12:11
80,1011185532,01/16/02 - 4:52
81,1011213142,01/16/02 - 12:32
82,1011085476,01/15/02 - 1:04
83,1011093917,01/15/02 - 3:25
84,1011097175,01/15/02 - 4:19
85,1011125844,01/15/02 - 12:17
86,1011132292,01/15/02 - 2:04
87,1011132363,01/15/02 - 2:06
88,1011132677,01/15/02 - 2:11
89,1011144811,01/15/02 - 5:33
90,1011156130,01/15/02 - 8:42
91,1011062600,01/14/02 - 6:43
92,1011065678,01/14/02 - 7:34
93,1011069847,01/14/02 - 8:44
94,1011071409,01/14/02 - 9:10
95,1011114811,01/15/02 - 9:13
96,1011089808,01/15/02 - 2:16
97,1011115791,01/15/02 - 9:29
98,1011156232,01/15/02 - 8:43
99,1011073837,01/14/02 - 9:50
100,1011096941,01/15/02 - 4:15
101,1011117870,01/15/02 - 10:04
102,1011101846,01/15/02 - 5:37
103,1011157028,01/15/02 - 8:57
104,1011035468,01/14/02 - 11:11
105,1011041765,01/14/02 - 12:56
106,1011050970,01/14/02 - 3:29
107,1011052711,01/14/02 - 3:58
108,1011030181,01/14/02 - 9:43
109,1010985637,01/13/02 - 9:20
110,1011022832,01/14/02 - 7:40
111,1011067490,01/14/02 - 8:04
112,1010959692,01/13/02 - 2:08
113,1010959811,01/13/02 - 2:10
114,1010959655,01/13/02 - 2:07
115,1010958904,01/13/02 - 1:55
116,1010967452,01/13/02 - 4:17
117,1010969240,01/13/02 - 4:47
118,1010997277,01/14/02 - 12:34
119,1011021847,01/14/02 - 7:24
120,1011022961,01/14/02 - 7:42
121,1011050364,01/14/02 - 3:19
122,1010951891,01/13/02 - 11:58
123,1010952162,01/13/02 - 12:02
124,1010948504,01/13/02 - 11:01
125,1010958745,01/13/02 - 1:52
126,1010963436,01/13/02 - 3:10
127,1010967699,01/13/02 - 4:21
128,1010972223,01/13/02 - 5:37
129,1010947759,01/13/02 - 10:49
130,1010948498,01/13/02 - 11:01
131,1010951862,01/13/02 - 11:57
132,1010952473,01/13/02 - 12:07
133,1010950432,01/13/02 - 11:33
134,1011839558,01/23/02 - 6:32
135,1010902244,01/12/02 - 10:10
136,1010890260,01/12/02 - 6:51
137,1010892246,01/12/02 - 7:24
138,1010893569,01/12/02 - 7:46
139,1010893767,01/12/02 - 7:49
140,1010894184,01/12/02 - 7:56
141,1010895326,01/12/02 - 8:15
142,1010895679,01/12/02 - 8:21
143,1011056794,01/14/02 - 5:06
144,1011066385,01/14/02 - 7:46
145,1011071843,01/14/02 - 9:17
146,1010807719,01/11/02 - 7:55
147,1010809478,01/11/02 - 8:24
148,1010818910,01/11/02 - 11:01
149,1010858634,01/12/02 - 10:03
150,1010859793,01/12/02 - 10:23
151,1010864193,01/12/02 - 11:36
152,1010865858,01/12/02 - 12:04
153,1010879289,01/12/02 - 3:48
154,1010958123,01/13/02 - 1:42
155,1010958359,01/13/02 - 1:45
156,1010890254,01/12/02 - 6:50
157,1010890777,01/12/02 - 6:59
158,1010891304,01/12/02 - 7:08
159,1010893987,01/12/02 - 7:53
160,1010958439,01/13/02 - 1:47
161,1010961135,01/13/02 - 2:32
162,1010791887,01/11/02 - 3:31
163,1010805427,01/11/02 - 7:17
164,1010775778,01/11/02 - 11:02
165,1010781338,01/11/02 - 12:35
166,1010785493,01/11/02 - 1:44
167,1010787398,01/11/02 - 2:16
168,1010789520,01/11/02 - 2:52
169,1010963608,01/13/02 - 3:13
170,1010866205,01/12/02 - 12:10
171,1010801108,01/11/02 - 6:05
172,1010757995,01/11/02 - 6:06
173,1010757449,01/11/02 - 5:57
174,1010757518,01/11/02 - 5:58
175,1010759311,01/11/02 - 6:28
176,1010700252,01/10/02 - 2:04
177,1010712040,01/10/02 - 5:20
178,1010772414,01/11/02 - 10:06
179,1010785055,01/11/02 - 1:37
180,1010785894,01/11/02 - 1:51
181,1010793418,01/11/02 - 3:56
182,1010796482,01/11/02 - 4:48
183,1010683759,01/10/02 - 9:29
184,1010721743,01/10/02 - 8:02
185,1010724127,01/10/02 - 8:42
186,1010724182,01/10/02 - 8:43
